language,domain,nlp_tasks,value
Welsh,Philology,distributional semantics,0
Welsh,Philology,named entity recognition,0
Welsh,Philology,sentiment analysis,0
Welsh,Philology,terminology extraction,0
Welsh,Philology,word-sense disambiguation,0
Welsh,Philology,entity linking,0
Welsh,Philology,multiword expressions,0
Welsh,Philology,relationship extraction,0
Welsh,Philology,semantic parsing,0
Welsh,Philology,semantic role labelling,0
Welsh,Philology,coreference resolution,0
Welsh,Philology,discourse analysis,0
Welsh,Philology,implicit semantic role labelling,0
Welsh,Philology,recognizing textual entailment,0
Welsh,Philology,topic segmentation,0
Welsh,Philology,argument mining,0
Welsh,Philology,anaphora resolution,0
Welsh,Linguistics,optical character recognition,0
Welsh,Linguistics,speech recognition,1
Welsh,Linguistics,speech segmentation,0
Welsh,Linguistics,text-to-speech,0
Welsh,Linguistics,word segmentation,0
Welsh,Linguistics,lemmatization,0
Welsh,Linguistics,morphological segmentation,0
Welsh,Linguistics,part-of-speech tagging,0
Welsh,Linguistics,stemming,0
Welsh,Linguistics,grammar induction,0
Welsh,Linguistics,sentence breaking ,0
Welsh,Linguistics,parsing,2
Welsh,Linguistics,lexical semantics,0
Welsh,Linguistics,distributional semantics,0
Welsh,Linguistics,named entity recognition,0
Welsh,Linguistics,sentiment analysis,0
Welsh,Linguistics,terminology extraction,0
Welsh,Linguistics,word-sense disambiguation,0
Welsh,Linguistics,entity linking,0
Welsh,Linguistics,multiword expressions,0
Welsh,Linguistics,relationship extraction,0
Welsh,Linguistics,semantic parsing,0
Welsh,Linguistics,semantic role labelling,0
Welsh,Linguistics,coreference resolution,1
Welsh,Linguistics,discourse analysis,0
Welsh,Linguistics,implicit semantic role labelling,0
Welsh,Linguistics,recognizing textual entailment,0
Welsh,Linguistics,topic segmentation,0
Welsh,Linguistics,argument mining,0
Welsh,Linguistics,anaphora resolution,0
Welsh,Religion,optical character recognition,0
Welsh,Religion,speech recognition,0
Welsh,Religion,speech segmentation,0
Welsh,Religion,text-to-speech,0
Welsh,Religion,word segmentation,0
Welsh,Religion,lemmatization,0
Welsh,Religion,morphological segmentation,0
Welsh,Religion,part-of-speech tagging,0
Welsh,Religion,stemming,0
Welsh,Religion,grammar induction,0
Welsh,Religion,sentence breaking ,0
Welsh,Religion,parsing,0
Welsh,Religion,lexical semantics,0
Welsh,Religion,distributional semantics,0
Welsh,Religion,named entity recognition,0
Welsh,Religion,sentiment analysis,0
Welsh,Religion,terminology extraction,0
Welsh,Religion,word-sense disambiguation,0
Welsh,Religion,entity linking,0
Welsh,Religion,multiword expressions,0
Welsh,Religion,relationship extraction,0
Welsh,Religion,semantic parsing,0
Welsh,Religion,semantic role labelling,0
Welsh,Religion,coreference resolution,1
Welsh,Religion,discourse analysis,0
Welsh,Religion,implicit semantic role labelling,0
Welsh,Religion,recognizing textual entailment,0
Welsh,Religion,topic segmentation,0
Welsh,Religion,argument mining,0
Welsh,Religion,anaphora resolution,0
Welsh,Literature,optical character recognition,0
Welsh,Literature,speech recognition,0
Welsh,Literature,speech segmentation,0
Welsh,Literature,text-to-speech,0
Welsh,Literature,word segmentation,0
Welsh,Literature,lemmatization,0
Welsh,Literature,morphological segmentation,0
Welsh,Literature,part-of-speech tagging,0
Welsh,Literature,stemming,0
Welsh,Literature,grammar induction,0
Welsh,Literature,sentence breaking ,0
Welsh,Literature,parsing,0
Welsh,Literature,lexical semantics,0
Welsh,Literature,distributional semantics,0
Welsh,Literature,named entity recognition,0
Welsh,Literature,sentiment analysis,0
Welsh,Literature,terminology extraction,0
Welsh,Literature,word-sense disambiguation,0
Welsh,Literature,entity linking,0
Welsh,Literature,multiword expressions,0
Welsh,Literature,relationship extraction,0
Welsh,Literature,semantic parsing,0
Welsh,Literature,semantic role labelling,0
Welsh,Literature,coreference resolution,0
Welsh,Literature,discourse analysis,0
Welsh,Literature,implicit semantic role labelling,0
Welsh,Literature,recognizing textual entailment,0
Welsh,Literature,topic segmentation,0
Welsh,Literature,argument mining,0
Welsh,Literature,anaphora resolution,0
Welsh,Government,optical character recognition,0
Welsh,Government,speech recognition,0
Welsh,Government,speech segmentation,0
Welsh,Government,text-to-speech,0
Welsh,Government,word segmentation,0
Welsh,Government,lemmatization,0
Welsh,Government,morphological segmentation,0
Welsh,Government,part-of-speech tagging,0
Welsh,Government,stemming,0
Welsh,Government,grammar induction,0
Welsh,Government,sentence breaking ,0
Welsh,Government,parsing,0
Welsh,Government,lexical semantics,0
Welsh,Government,distributional semantics,0
Welsh,Government,named entity recognition,0
Welsh,Government,sentiment analysis,0
Welsh,Government,terminology extraction,0
Welsh,Government,word-sense disambiguation,0
Welsh,Government,entity linking,0
Welsh,Government,multiword expressions,0
Welsh,Government,relationship extraction,0
Welsh,Government,semantic parsing,0
Welsh,Government,semantic role labelling,0
Welsh,Government,coreference resolution,0
Welsh,Government,discourse analysis,0
Welsh,Government,implicit semantic role labelling,0
Welsh,Government,recognizing textual entailment,0
Welsh,Government,topic segmentation,0
Welsh,Government,argument mining,0
Welsh,Government,anaphora resolution,0
Welsh,Law,optical character recognition,0
Welsh,Law,speech recognition,0
Welsh,Law,speech segmentation,0
Welsh,Law,text-to-speech,0
Welsh,Law,word segmentation,0
Welsh,Law,lemmatization,0
Welsh,Law,morphological segmentation,0
Welsh,Law,part-of-speech tagging,0
Welsh,Law,stemming,0
Welsh,Law,grammar induction,0
Welsh,Law,sentence breaking ,0
Welsh,Law,parsing,0
Welsh,Law,lexical semantics,0
Welsh,Law,distributional semantics,0
Welsh,Law,named entity recognition,0
Welsh,Law,sentiment analysis,0
Welsh,Law,terminology extraction,0
Welsh,Law,word-sense disambiguation,0
Welsh,Law,entity linking,0
Welsh,Law,multiword expressions,0
Welsh,Law,relationship extraction,0
Welsh,Law,semantic parsing,0
Welsh,Law,semantic role labelling,0
Welsh,Law,coreference resolution,0
Welsh,Law,discourse analysis,0
Welsh,Law,implicit semantic role labelling,0
Welsh,Law,recognizing textual entailment,0
Welsh,Law,topic segmentation,0
Welsh,Law,argument mining,0
Welsh,Law,anaphora resolution,0
Welsh,Education,optical character recognition,0
Welsh,Education,speech recognition,0
Welsh,Education,speech segmentation,0
Welsh,Education,text-to-speech,0
Welsh,Education,word segmentation,0
Welsh,Education,lemmatization,0
Welsh,Education,morphological segmentation,0
Welsh,Education,part-of-speech tagging,0
Welsh,Education,stemming,0
Welsh,Education,grammar induction,0
Welsh,Education,sentence breaking ,0
Welsh,Education,parsing,0
Welsh,Education,lexical semantics,0
Welsh,Education,distributional semantics,0
Welsh,Education,named entity recognition,0
Welsh,Education,sentiment analysis,0
Welsh,Education,terminology extraction,0
Welsh,Education,word-sense disambiguation,0
Welsh,Education,entity linking,0
Welsh,Education,multiword expressions,0
Welsh,Education,relationship extraction,0
Welsh,Education,semantic parsing,0
Welsh,Education,semantic role labelling,0
Welsh,Education,coreference resolution,0
Welsh,Education,discourse analysis,0
Welsh,Education,implicit semantic role labelling,0
Welsh,Education,recognizing textual entailment,0
Welsh,Education,topic segmentation,0
Welsh,Education,argument mining,0
Welsh,Education,anaphora resolution,0
Welsh,History,optical character recognition,0
Welsh,History,speech recognition,1
Welsh,History,speech segmentation,0
Welsh,History,text-to-speech,0
Welsh,History,word segmentation,0
Welsh,History,lemmatization,0
Welsh,History,morphological segmentation,0
Welsh,History,part-of-speech tagging,0
Welsh,History,stemming,0
Welsh,History,grammar induction,0
Welsh,History,sentence breaking ,0
Welsh,History,parsing,0
Welsh,History,lexical semantics,0
Welsh,History,distributional semantics,0
Welsh,History,named entity recognition,0
Welsh,History,sentiment analysis,0
Welsh,History,terminology extraction,0
Welsh,History,word-sense disambiguation,0
Welsh,History,entity linking,0
Welsh,History,multiword expressions,0
Welsh,History,relationship extraction,0
Welsh,History,semantic parsing,0
Welsh,History,semantic role labelling,0
Welsh,History,coreference resolution,0
Welsh,History,discourse analysis,0
Welsh,History,implicit semantic role labelling,0
Welsh,History,recognizing textual entailment,0
Welsh,History,topic segmentation,0
Welsh,History,argument mining,0
Welsh,History,anaphora resolution,0
Welsh,Philosophy,optical character recognition,0
Welsh,Philosophy,speech recognition,0
Welsh,Philosophy,speech segmentation,0
Welsh,Philosophy,text-to-speech,0
Welsh,Philosophy,word segmentation,0
Welsh,Philosophy,lemmatization,0
Welsh,Philosophy,morphological segmentation,0
Welsh,Philosophy,part-of-speech tagging,0
Welsh,Philosophy,stemming,0
Welsh,Philosophy,grammar induction,0
Welsh,Philosophy,sentence breaking ,0
Welsh,Philosophy,parsing,0
Welsh,Philosophy,lexical semantics,0
Welsh,Philosophy,distributional semantics,0
Welsh,Philosophy,named entity recognition,0
Welsh,Philosophy,sentiment analysis,0
Welsh,Philosophy,terminology extraction,0
Welsh,Philosophy,word-sense disambiguation,0
Welsh,Philosophy,entity linking,0
Welsh,Philosophy,multiword expressions,0
Welsh,Philosophy,relationship extraction,0
Welsh,Philosophy,semantic parsing,0
Welsh,Philosophy,semantic role labelling,0
Welsh,Philosophy,coreference resolution,0
Welsh,Philosophy,discourse analysis,0
Welsh,Philosophy,implicit semantic role labelling,0
Welsh,Philosophy,recognizing textual entailment,0
Welsh,Philosophy,topic segmentation,0
Welsh,Philosophy,argument mining,0
Welsh,Philosophy,anaphora resolution,0
Welsh,Ethics,optical character recognition,0
Welsh,Ethics,speech recognition,0
Welsh,Ethics,speech segmentation,0
Welsh,Ethics,text-to-speech,0
Welsh,Ethics,word segmentation,0
Welsh,Ethics,lemmatization,0
Welsh,Ethics,morphological segmentation,0
Welsh,Ethics,part-of-speech tagging,0
Welsh,Ethics,stemming,0
Welsh,Ethics,grammar induction,0
Welsh,Ethics,sentence breaking ,0
Welsh,Ethics,parsing,0
Welsh,Ethics,lexical semantics,0
Welsh,Ethics,distributional semantics,0
Welsh,Ethics,named entity recognition,0
Welsh,Ethics,sentiment analysis,0
Welsh,Ethics,terminology extraction,0
Welsh,Ethics,word-sense disambiguation,0
Welsh,Ethics,entity linking,0
Welsh,Ethics,multiword expressions,0
Welsh,Ethics,relationship extraction,0
Welsh,Ethics,semantic parsing,0
Welsh,Ethics,semantic role labelling,0
Welsh,Ethics,coreference resolution,0
Welsh,Ethics,discourse analysis,0
Welsh,Ethics,implicit semantic role labelling,0
Welsh,Ethics,recognizing textual entailment,0
Welsh,Ethics,topic segmentation,0
Welsh,Ethics,argument mining,0
Welsh,Ethics,anaphora resolution,0
Welsh,Arts,optical character recognition,0
Welsh,Arts,speech recognition,0
Welsh,Arts,speech segmentation,0
Welsh,Arts,text-to-speech,0
Welsh,Arts,word segmentation,0
Welsh,Arts,lemmatization,0
Welsh,Arts,morphological segmentation,0
Welsh,Arts,part-of-speech tagging,0
Welsh,Arts,stemming,0
Welsh,Arts,grammar induction,0
Welsh,Arts,sentence breaking ,0
Welsh,Arts,parsing,0
Welsh,Arts,lexical semantics,0
Welsh,Arts,distributional semantics,0
Welsh,Arts,named entity recognition,0
Welsh,Arts,sentiment analysis,0
Welsh,Arts,terminology extraction,0
Welsh,Arts,word-sense disambiguation,0
Welsh,Arts,entity linking,0
Welsh,Arts,multiword expressions,0
Welsh,Arts,relationship extraction,0
Welsh,Arts,semantic parsing,0
Welsh,Arts,semantic role labelling,0
Welsh,Arts,coreference resolution,0
Welsh,Arts,discourse analysis,0
Welsh,Arts,implicit semantic role labelling,0
Welsh,Arts,recognizing textual entailment,0
Welsh,Arts,topic segmentation,0
Welsh,Arts,argument mining,0
Welsh,Arts,anaphora resolution,0
Welsh,Mathematics,temporal processing,0
Welsh,Mathematics,automatic summarization,0
Welsh,Mathematics,grammatical error correction,0
Welsh,Mathematics,machine translation,0
Welsh,Mathematics,natural-language understanding,0
Welsh,Mathematics,natural-language generation,0
Welsh,Mathematics,book generation,0
Welsh,Mathematics,document AI,0
Welsh,Mathematics,dialogue management,0
Welsh,Mathematics,question answering,0
Welsh,Mathematics,text-to-image generation,0
Welsh,Mathematics,text-to-scene generation,0
Welsh,Mathematics,text-to-video,0
Welsh,Mathematics,information retrieval,0
Welsh,Mathematics,information extraction,0
Welsh,Mathematics,multimodal systems,0
Welsh,Mathematics,automated writing assistance,0
Welsh,Mathematics,text simplification,0
Welsh,Mathematics,author profiling,0
Welsh,Mathematics,spam detection,0
Welsh,Mathematics,virtual agents,0
Welsh,Computer science,temporal processing,0
Welsh,Computer science,automatic summarization,0
Welsh,Computer science,grammatical error correction,0
Welsh,Computer science,machine translation,0
Welsh,Computer science,natural-language understanding,0
Welsh,Computer science,natural-language generation,0
Welsh,Computer science,book generation,0
Welsh,Computer science,document AI,0
Welsh,Computer science,dialogue management,0
Welsh,Computer science,question answering,0
Welsh,Computer science,text-to-image generation,0
Welsh,Computer science,text-to-scene generation,0
Welsh,Computer science,text-to-video,0
Welsh,Computer science,information retrieval,0
Welsh,Computer science,information extraction,0
Welsh,Computer science,multimodal systems,0
Welsh,Computer science,automated writing assistance,0
Welsh,Computer science,text simplification,0
Welsh,Computer science,author profiling,0
Welsh,Computer science,spam detection,0
Welsh,Computer science,virtual agents,0
Welsh,Physics,temporal processing,0
Welsh,Physics,automatic summarization,0
Welsh,Physics,grammatical error correction,0
Welsh,Physics,machine translation,0
Welsh,Physics,natural-language understanding,0
Welsh,Physics,natural-language generation,0
